"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年6月19日","2,143.45","2,150.82","2,150.82","2,115.79","7.54B","-0.73%"
"2013年6月18日","2,159.29","2,158.55","2,161.68","2,138.35","6.96B","0.14%"
"2013年6月17日","2,156.21","2,165.99","2,169.36","2,147.03","7.58B","-0.27%"
"2013年6月14日","2,162.04","2,150.06","2,163.85","2,142.78","7.79B","0.64%"
"2013年6月13日","2,148.36","2,190.10","2,190.10","2,126.22","9.44B","-2.83%"
"2013年6月7日","2,210.90","2,242.26","2,250.63","2,205.07","9.00B","-1.39%"
"2013年6月6日","2,242.11","2,264.42","2,266.69","2,240.07","8.15B","-1.27%"
"2013年6月5日","2,270.93","2,270.71","2,276.86","2,260.87","7.65B","-0.07%"
"2013年6月4日","2,272.42","2,297.10","2,297.10","2,264.76","10.19B","-1.17%"
"2013年6月3日","2,299.25","2,300.21","2,313.43","2,294.11","9.69B","-0.06%"
"2013年5月31日","2,300.59","2,320.74","2,325.53","2,299.37","10.82B","-0.74%"
"2013年5月30日","2,317.75","2,316.25","2,325.72","2,310.49","11.19B","-0.27%"
"2013年5月29日","2,324.02","2,323.54","2,334.33","2,321.17","12.53B","0.12%"
"2013年5月28日","2,321.32","2,293.40","2,322.10","2,281.47","13.26B","1.23%"
"2013年5月27日","2,293.08","2,286.66","2,301.70","2,283.93","10.73B","0.20%"
"2013年5月24日","2,288.53","2,281.45","2,292.60","2,270.25","10.14B","0.57%"
"2013年5月23日","2,275.67","2,293.81","2,304.95","2,274.10","12.40B","-1.16%"
"2013年5月22日","2,302.40","2,303.75","2,314.18","2,292.43","12.84B","-0.12%"
"2013年5月21日","2,305.11","2,297.11","2,305.30","2,290.12","12.42B","0.22%"
"2013年5月20日","2,299.99","2,286.33","2,309.39","2,281.90","13.92B","0.75%"
"2013年5月17日","2,282.87","2,249.81","2,288.09","2,248.41","12.61B","1.38%"
"2013年5月16日","2,251.81","2,221.34","2,252.87","2,210.77","11.03B","1.21%"
"2013年5月15日","2,224.80","2,217.09","2,225.19","2,213.58","7.17B","0.35%"
"2013年5月14日","2,217.01","2,238.90","2,239.93","2,205.87","8.32B","-1.11%"
"2013年5月13日","2,241.92","2,247.68","2,250.85","2,231.36","8.62B","-0.22%"
"2013年5月10日","2,246.83","2,228.82","2,247.67","2,225.81","9.03B","0.62%"
"2013年5月9日","2,232.97","2,246.96","2,247.86","2,221.38","9.85B","-0.59%"
"2013年5月8日","2,246.30","2,242.39","2,255.21","2,235.42","9.04B","0.48%"
"2013年5月7日","2,235.57","2,227.86","2,240.26","2,219.44","8.65B","0.20%"
"2013年5月6日","2,231.17","2,212.49","2,236.07","2,212.49","9.23B","1.16%"
"2013年5月3日","2,205.50","2,179.05","2,222.81","2,179.05","8.86B","1.44%"
"2013年5月2日","2,174.12","2,170.78","2,179.65","2,161.14","6.83B","-0.17%"
"2013年4月26日","2,177.91","2,203.89","2,210.58","2,173.86","7.67B","-0.97%"
"2013年4月25日","2,199.31","2,213.18","2,224.63","2,191.85","9.67B","-0.86%"
"2013年4月24日","2,218.32","2,187.35","2,226.12","2,184.11","9.16B","1.55%"
"2013年4月23日","2,184.54","2,242.62","2,242.62","2,182.81","9.65B","-2.57%"
"2013年4月22日","2,242.17","2,236.40","2,245.12","2,232.26","9.52B","-0.11%"
"2013年4月19日","2,244.64","2,201.12","2,250.11","2,200.58","10.97B","2.14%"
"2013年4月18日","2,197.60","2,181.82","2,206.03","2,175.44","7.16B","0.17%"
"2013年4月17日","2,193.80","2,195.03","2,197.51","2,178.47","6.83B","-0.05%"
"2013年4月16日","2,194.85","2,169.63","2,196.43","2,165.78","8.00B","0.59%"
"2013年4月15日","2,181.94","2,199.91","2,204.99","2,177.39","7.16B","-1.13%"
"2013年4月12日","2,206.78","2,218.09","2,226.26","2,204.44","6.68B","-0.58%"
"2013年4月11日","2,219.55","2,236.98","2,242.48","2,217.26","7.36B","-0.30%"
"2013年4月10日","2,226.13","2,224.93","2,233.04","2,212.56","8.06B","0.02%"
"2013年4月9日","2,225.77","2,215.47","2,234.72","2,215.47","8.29B","0.64%"
"2013年4月8日","2,211.59","2,196.24","2,212.59","2,180.67","8.63B","-0.62%"
"2013年4月3日","2,225.30","2,232.69","2,241.34","2,217.25","8.18B","-0.11%"
"2013年4月2日","2,227.74","2,234.90","2,253.42","2,220.44","8.97B","-0.30%"
"2013年4月1日","2,234.40","2,229.46","2,243.95","2,227.31","7.74B","-0.10%"
"2013年3月29日","2,236.62","2,238.48","2,246.87","2,228.81","8.56B","0.01%"
"2013年3月28日","2,236.30","2,273.55","2,273.55","2,232.91","12.77B","-2.82%"
"2013年3月27日","2,301.26","2,299.38","2,323.48","2,289.00","9.63B","0.16%"
"2013年3月26日","2,297.67","2,318.58","2,319.99","2,281.12","10.44B","-1.25%"
"2013年3月25日","2,326.71","2,334.73","2,344.89","2,319.91","9.70B","-0.07%"
"2013年3月22日","2,328.28","2,321.40","2,332.00","2,314.97","10.12B","0.17%"
"2013年3月21日","2,324.24","2,318.20","2,330.81","2,311.60","11.92B","0.30%"
"2013年3月20日","2,317.37","2,257.74","2,317.86","2,257.42","13.12B","2.66%"
"2013年3月19日","2,257.43","2,244.27","2,261.31","2,232.02","8.76B","0.78%"
"2013年3月18日","2,240.02","2,267.29","2,276.05","2,239.21","9.31B","-1.68%"
"2013年3月15日","2,278.40","2,269.31","2,312.08","2,250.01","11.65B","0.36%"
"2013年3月14日","2,270.28","2,255.78","2,276.22","2,253.31","8.03B","0.28%"
"2013年3月13日","2,263.97","2,282.17","2,286.33","2,253.25","9.10B","-0.99%"
"2013年3月12日","2,286.60","2,309.16","2,333.29","2,264.83","11.77B","-1.04%"
"2013年3月11日","2,310.59","2,314.68","2,320.96","2,296.58","8.41B","-0.35%"
"2013年3月8日","2,318.61","2,326.42","2,333.67","2,314.59","9.88B","-0.24%"
"2013年3月7日","2,324.29","2,340.44","2,352.02","2,304.27","13.98B","-0.98%"
"2013年3月6日","2,347.18","2,333.61","2,351.44","2,321.60","14.13B","0.90%"
"2013年3月5日","2,326.31","2,274.81","2,328.14","2,270.10","13.11B","2.33%"
"2013年3月4日","2,273.40","2,332.08","2,333.54","2,259.25","16.17B","-3.65%"
"2013年3月1日","2,359.51","2,364.54","2,369.65","2,330.86","12.03B","-0.26%"
"2013年2月28日","2,365.59","2,322.32","2,366.16","2,308.92","12.70B","2.26%"
"2013年2月27日","2,313.22","2,297.77","2,324.63","2,292.03","9.78B","0.87%"
"2013年2月26日","2,293.34","2,313.74","2,340.71","2,289.89","11.76B","-1.40%"
"2013年2月25日","2,325.82","2,320.62","2,338.78","2,315.01","8.84B","0.50%"
"2013年2月22日","2,314.16","2,322.94","2,330.88","2,308.76","9.70B","-0.51%"
"2013年2月21日","2,325.95","2,378.82","2,378.82","2,309.17","14.41B","-2.97%"
"2013年2月20日","2,397.18","2,383.49","2,397.94","2,370.61","11.03B","0.60%"
"2013年2月19日","2,382.91","2,420.26","2,427.07","2,373.53","12.35B","-1.60%"
"2013年2月18日","2,421.56","2,441.91","2,444.80","2,415.43","11.62B","-0.45%"
"2013年2月17日","2,432.40","2,416.62","2,443.03","2,414.40","10.91B","0.00%"
"2013年2月8日","2,432.40","2,416.62","2,443.03","2,414.40","10.91B","0.57%"
"2013年2月7日","2,418.53","2,430.69","2,433.89","2,394.22","12.00B","-0.66%"
"2013年2月6日","2,434.48","2,432.68","2,441.73","2,427.70","11.66B","0.06%"
"2013年2月5日","2,433.13","2,411.00","2,437.41","2,403.30","15.08B","0.21%"
"2013年2月4日","2,428.15","2,425.92","2,440.38","2,417.58","16.76B","0.38%"
"2013年2月1日","2,419.02","2,377.41","2,421.15","2,369.57","14.08B","1.41%"
"2013年1月31日","2,385.42","2,383.43","2,391.82","2,371.23","13.97B","0.12%"
"2013年1月30日","2,382.47","2,360.75","2,383.76","2,347.89","14.99B","1.00%"
"2013年1月29日","2,358.98","2,347.21","2,363.80","2,337.35","14.19B","0.53%"
"2013年1月28日","2,346.51","2,295.35","2,346.92","2,295.35","12.84B","2.41%"
"2013年1月25日","2,291.30","2,300.00","2,308.38","2,288.26","9.26B","-0.49%"
"2013年1月24日","2,302.60","2,320.26","2,362.94","2,287.30","16.10B","-0.79%"
"2013年1月23日","2,320.91","2,308.52","2,325.12","2,296.49","11.82B","0.25%"
"2013年1月22日","2,315.14","2,326.49","2,335.81","2,301.30","14.95B","-0.56%"
"2013年1月21日","2,328.22","2,321.49","2,329.58","2,305.10","13.47B","0.48%"
"2013年1月18日","2,317.07","2,295.81","2,324.51","2,285.97","12.54B","1.41%"
"2013年1月17日","2,284.91","2,305.14","2,305.60","2,275.88","11.91B","-1.06%"
"2013年1月16日","2,309.50","2,322.16","2,326.76","2,279.51","15.35B","-0.70%"
"2013年1月15日","2,325.68","2,312.47","2,332.78","2,309.32","16.56B","0.60%"
"2013年1月14日","2,311.74","2,236.29","2,317.62","2,235.11","14.47B","3.06%"
"2013年1月11日","2,243.00","2,285.19","2,290.20","2,234.95","12.51B","-1.78%"
"2013年1月10日","2,283.66","2,274.38","2,295.48","2,268.65","12.01B","0.37%"
"2013年1月9日","2,275.34","2,271.30","2,283.90","2,259.05","12.20B","-0.03%"
"2013年1月8日","2,276.07","2,284.65","2,289.14","2,262.98","12.29B","-0.41%"
"2013年1月7日","2,285.36","2,271.66","2,293.32","2,266.86","11.82B","0.37%"
"2013年1月4日","2,276.99","2,289.51","2,296.11","2,256.56","13.95B","0.35%"
"2012年12月31日","2,269.13","2,236.46","2,269.51","2,236.46","12.80B","1.61%"
"2012年12月28日","2,233.25","2,207.91","2,234.87","2,204.00","11.59B","1.24%"
"2012年12月27日","2,205.90","2,223.65","2,234.72","2,204.79","12.90B","-0.60%"
"2012年12月26日","2,219.13","2,211.59","2,220.48","2,206.79","12.19B","0.25%"
"2012年12月25日","2,213.61","2,154.32","2,220.26","2,146.86","14.33B","2.53%"
"2012年12月24日","2,159.05","2,150.65","2,170.39","2,149.82","7.85B","0.27%"
"2012年12月21日","2,153.31","2,169.57","2,190.40","2,148.17","10.34B","-0.69%"
"2012年12月20日","2,168.35","2,156.19","2,174.82","2,142.95","9.94B","0.28%"
"2012年12月19日","2,162.24","2,158.67","2,175.39","2,154.29","9.44B","-0.01%"
"2012年12月18日","2,162.46","2,155.86","2,183.71","2,144.73","12.61B","0.10%"
"2012年12月17日","2,160.34","2,152.10","2,169.57","2,151.94","14.42B","0.45%"
"2012年12月14日","2,150.63","2,062.69","2,152.50","2,062.54","16.09B","4.32%"
"2012年12月13日","2,061.48","2,077.42","2,081.36","2,059.47","7.23B","-1.02%"
"2012年12月12日","2,082.73","2,073.27","2,085.93","2,066.39","7.86B","0.39%"
"2012年12月11日","2,074.70","2,077.56","2,088.63","2,070.19","9.34B","-0.44%"
"2012年12月10日","2,083.77","2,067.32","2,087.01","2,064.61","11.54B","1.07%"
"2012年12月7日","2,061.79","2,028.77","2,065.74","2,023.96","11.52B","1.60%"
"2012年12月6日","2,029.24","2,029.56","2,036.61","2,018.38","8.15B","-0.13%"
"2012年12月5日","2,031.91","1,973.11","2,040.60","1,970.20","12.00B","2.87%"
"2012年12月4日","1,975.14","1,956.62","1,980.12","1,949.46","6.24B","0.78%"
"2012年12月3日","1,959.77","1,977.25","1,988.19","1,957.88","6.17B","-1.03%"
"2012年11月30日","1,980.12","1,961.81","1,983.42","1,959.33","5.69B","0.85%"
"2012年11月29日","1,963.49","1,972.92","1,980.56","1,961.82","4.95B","-0.51%"
"2012年11月28日","1,973.52","1,984.48","1,984.86","1,968.21","5.05B","-0.89%"
"2012年11月27日","1,991.17","2,012.08","2,014.21","1,990.34","5.66B","-1.30%"
"2012年11月26日","2,017.46","2,023.34","2,027.27","2,014.03","4.48B","-0.49%"
"2012年11月23日","2,027.38","2,020.02","2,034.88","2,017.00","5.16B","0.58%"
"2012年11月22日","2,015.61","2,021.21","2,023.09","2,009.72","4.56B","-0.72%"
"2012年11月21日","2,030.32","2,008.21","2,031.15","1,995.17","5.33B","1.07%"
"2012年11月20日","2,008.92","2,020.43","2,023.61","2,004.17","4.26B","-0.40%"
"2012年11月19日","2,016.98","2,013.25","2,018.38","1,995.72","4.53B","0.11%"
"2012年11月16日","2,014.72","2,026.56","2,028.69","2,001.72","4.96B","-0.77%"
"2012年11月15日","2,030.29","2,045.46","2,053.56","2,029.87","5.06B","-1.22%"
"2012年11月14日","2,055.42","2,047.26","2,056.49","2,040.17","4.81B","0.37%"
"2012年11月13日","2,047.89","2,078.13","2,078.13","2,044.04","6.11B","-1.51%"
"2012年11月12日","2,079.27","2,069.21","2,079.57","2,061.84","5.67B","0.49%"
"2012年11月9日","2,069.07","2,066.49","2,077.23","2,062.42","5.42B","-0.12%"
"2012年11月8日","2,071.51","2,091.25","2,092.57","2,070.65","6.66B","-1.63%"
"2012年11月7日","2,105.73","2,102.42","2,112.63","2,093.29","5.94B","-0.01%"
"2012年11月6日","2,106.00","2,113.66","2,114.79","2,078.47","7.13B","-0.38%"
"2012年11月5日","2,114.03","2,113.33","2,123.33","2,104.58","7.15B","-0.14%"
"2012年11月2日","2,117.05","2,105.45","2,119.22","2,096.53","7.66B","0.60%"
"2012年11月1日","2,104.43","2,070.02","2,109.50","2,069.95","8.29B","1.72%"
"2012年10月31日","2,068.88","2,061.12","2,070.48","2,053.58","5.95B","0.32%"
"2012年10月30日","2,062.35","2,059.20","2,075.91","2,054.26","6.06B","0.17%"
"2012年10月29日","2,058.94","2,061.85","2,068.24","2,053.09","5.36B","-0.35%"
"2012年10月26日","2,066.21","2,100.10","2,102.16","2,058.06","7.86B","-1.68%"
"2012年10月25日","2,101.58","2,114.76","2,128.74","2,100.61","8.54B","-0.68%"
"2012年10月24日","2,115.99","2,106.83","2,124.00","2,104.67","7.29B","0.07%"
"2012年10月23日","2,114.45","2,132.11","2,136.22","2,111.92","7.27B","-0.86%"
"2012年10月22日","2,132.76","2,118.52","2,138.03","2,112.75","6.01B","0.21%"
"2012年10月19日","2,128.30","2,129.82","2,136.87","2,125.74","6.76B","-0.16%"
"2012年10月18日","2,131.69","2,108.50","2,137.69","2,107.49","8.72B","1.24%"
"2012年10月17日","2,105.62","2,104.28","2,113.16","2,088.04","5.99B","0.32%"
"2012年10月16日","2,098.81","2,097.05","2,111.78","2,089.69","5.78B","0.01%"
"2012年10月15日","2,098.70","2,105.02","2,107.20","2,085.11","5.39B","-0.30%"
"2012年10月12日","2,104.93","2,109.07","2,127.31","2,092.51","6.83B","0.10%"
"2012年10月11日","2,102.87","2,114.23","2,117.84","2,101.14","7.45B","-0.81%"
"2012年10月10日","2,119.94","2,111.59","2,121.99","2,102.53","7.89B","0.22%"
"2012年10月9日","2,115.23","2,081.59","2,119.34","2,081.59","8.46B","1.97%"
"2012年10月8日","2,074.42","2,084.85","2,096.26","2,063.09","5.51B","-0.56%"
"2012年9月28日","2,086.17","2,042.89","2,089.63","2,040.35","7.94B","1.45%"
"2012年9月27日","2,056.32","2,003.10","2,068.07","2,002.32","7.67B","2.60%"
"2012年9月26日","2,004.17","2,027.85","2,033.04","1,999.48","5.04B","-1.24%"
"2012年9月25日","2,029.29","2,028.63","2,039.10","2,021.81","4.82B","-0.19%"
"2012年9月24日","2,033.19","2,015.77","2,040.85","2,005.26","5.76B","0.32%"
"2012年9月21日","2,026.69","2,020.55","2,041.95","2,018.26","6.03B","0.09%"
"2012年9月20日","2,024.84","2,060.31","2,060.31","2,023.09","6.75B","-2.08%"
"2012年9月19日","2,067.83","2,061.06","2,069.95","2,055.20","5.22B","0.40%"
"2012年9月18日","2,059.54","2,069.34","2,074.76","2,053.66","5.38B","-0.91%"
"2012年9月17日","2,078.50","2,120.62","2,121.58","2,077.48","7.64B","-2.14%"
"2012年9月14日","2,123.85","2,127.39","2,136.23","2,111.12","9.12B","0.64%"
"2012年9月13日","2,110.38","2,123.84","2,130.08","2,110.00","7.90B","-0.76%"
"2012年9月12日","2,126.55","2,129.69","2,137.89","2,109.14","8.41B","0.28%"
"2012年9月11日","2,120.55","2,127.52","2,127.52","2,107.22","8.04B","-0.67%"
"2012年9月10日","2,134.89","2,128.07","2,140.17","2,120.49","10.36B","0.34%"
"2012年9月7日","2,127.76","2,062.99","2,145.00","2,062.99","13.99B","3.70%"
"2012年9月6日","2,051.92","2,040.67","2,052.95","2,036.37","5.61B","0.70%"
"2012年9月5日","2,037.68","2,038.87","2,048.32","2,029.05","5.77B","-0.29%"
"2012年9月4日","2,043.65","2,060.61","2,063.82","2,039.27","5.75B","-0.75%"
"2012年9月3日","2,059.15","2,044.82","2,066.78","2,041.16","6.06B","0.57%"
"2012年8月31日","2,047.52","2,046.29","2,059.30","2,044.65","4.61B","-0.25%"
"2012年8月30日","2,052.58","2,044.03","2,060.18","2,032.54","6.20B","-0.03%"
"2012年8月29日","2,053.23","2,066.82","2,073.95","2,051.77","5.22B","-0.96%"
"2012年8月28日","2,073.15","2,054.97","2,083.96","2,052.49","5.44B","0.85%"
"2012年8月27日","2,055.71","2,085.37","2,085.37","2,055.38","6.03B","-1.74%"
"2012年8月24日","2,092.10","2,108.36","2,109.82","2,089.22","6.02B","-0.99%"
"2012年8月23日","2,113.07","2,106.96","2,118.74","2,097.08","5.85B","0.25%"
"2012年8月22日","2,107.71","2,118.88","2,121.15","2,097.60","5.84B","-0.50%"
"2012年8月21日","2,118.27","2,106.38","2,124.19","2,103.07","6.08B","0.54%"
"2012年8月20日","2,106.96","2,102.23","2,110.78","2,089.02","4.67B","-0.37%"
"2012年8月17日","2,114.89","2,111.65","2,120.71","2,100.79","4.44B","0.13%"
"2012年8月16日","2,112.20","2,116.08","2,122.68","2,109.66","4.52B","-0.32%"
"2012年8月15日","2,118.94","2,138.28","2,139.14","2,118.50","5.46B","-1.10%"
"2012年8月14日","2,142.52","2,137.05","2,144.01","2,119.25","6.76B","0.30%"
"2012年8月13日","2,136.08","2,164.04","2,164.04","2,134.55","7.14B","-1.51%"
"2012年8月10日","2,168.81","2,172.96","2,176.80","2,165.28","6.84B","-0.24%"
"2012年8月9日","2,174.10","2,159.43","2,175.54","2,148.69","7.25B","0.61%"
"2012年8月8日","2,160.99","2,158.98","2,168.73","2,153.02","7.29B","0.16%"
"2012年8月7日","2,157.62","2,153.09","2,159.68","2,148.90","7.50B","0.13%"
"2012年8月6日","2,154.92","2,129.15","2,158.68","2,127.26","7.18B","1.04%"
"2012年8月3日","2,132.80","2,113.96","2,133.27","2,108.33","5.34B","1.02%"
"2012年8月2日","2,111.18","2,120.15","2,126.46","2,103.50","5.35B","-0.57%"
"2012年8月1日","2,123.36","2,101.72","2,130.71","2,101.71","5.38B","0.94%"
"2012年7月31日","2,103.63","2,109.32","2,116.90","2,100.25","5.35B","-0.30%"
"2012年7月30日","2,109.91","2,128.16","2,137.74","2,107.63","5.20B","-0.89%"
"2012年7月27日","2,128.76","2,132.01","2,139.15","2,120.63","5.21B","0.13%"
"2012年7月26日","2,126.00","2,134.99","2,147.66","2,124.16","5.29B","-0.48%"
"2012年7月25日","2,136.15","2,141.04","2,151.45","2,132.83","4.86B","-0.49%"
"2012年7月24日","2,146.59","2,132.32","2,158.95","2,131.01","5.44B","0.24%"
"2012年7月23日","2,141.40","2,154.17","2,154.17","2,135.56","5.57B","-1.26%"
"2012年7月20日","2,168.64","2,180.01","2,185.73","2,162.06","6.43B","-0.74%"
"2012年7月19日","2,184.84","2,164.27","2,197.79","2,159.94","7.93B","0.73%"
"2012年7月18日","2,169.10","2,159.86","2,170.30","2,138.79","6.66B","0.37%"
"2012年7月17日","2,161.19","2,142.43","2,165.33","2,141.48","5.52B","0.62%"
"2012年7月16日","2,147.96","2,187.89","2,188.06","2,146.15","6.75B","-1.74%"
"2012年7月13日","2,185.89","2,180.17","2,198.66","2,177.92","5.75B","0.02%"
"2012年7月12日","2,185.49","2,172.06","2,197.04","2,152.67","8.21B","0.46%"
"2012年7月11日","2,175.38","2,160.02","2,176.49","2,156.60","5.86B","0.51%"
"2012年7月10日","2,164.44","2,166.95","2,178.19","2,156.73","5.90B","-0.29%"
"2012年7月9日","2,170.81","2,210.71","2,216.70","2,168.61","7.51B","-2.37%"
"2012年7月6日","2,223.58","2,203.73","2,227.47","2,185.52","7.66B","1.01%"
"2012年7月5日","2,201.35","2,218.22","2,218.22","2,192.65","5.80B","-1.17%"
"2012年7月4日","2,227.31","2,233.33","2,239.27","2,219.45","5.53B","-0.08%"
"2012年7月3日","2,229.19","2,225.57","2,244.83","2,219.05","6.27B","0.14%"
"2012年7月2日","2,226.11","2,234.32","2,234.87","2,215.36","6.22B","0.03%"
"2012年6月29日","2,225.43","2,190.58","2,226.49","2,188.72","6.14B","1.35%"
"2012年6月28日","2,195.84","2,220.24","2,224.16","2,195.36","5.42B","-0.95%"
"2012年6月27日","2,216.93","2,219.94","2,233.54","2,213.32","5.10B","-0.23%"
"2012年6月26日","2,222.07","2,214.65","2,229.24","2,203.94","5.29B","-0.09%"
"2012年6月25日","2,224.11","2,253.51","2,253.51","2,223.05","5.98B","-1.63%"
